source,line,section,value,category,rule,evidence,context
notes/draft-discussion.md,352,8. Limitations,2018,self_evident,year as a date,,eight-month year beginning 30 April. Nothing in this work establishes that 2018
notes/draft-discussion.md,356,8. Limitations,2018,self_evident,year as a date,,conclusion is a property of the instrument over this domain or of 2018's
notes/draft-discussion.md,361,8. Limitations,9,measured,inline resolver,tccon.coincident_days,9<!--#tccon.coincident_days--> days in
notes/draft-discussion.md,362,8. Limitations,2018,self_evident,year as a date,,2018 carry both a TROPOMI overpass of its cell and station data. Nine coincident
notes/draft-discussion.md,370,8. Limitations,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent","less accurate than the 30 m products it would assess, the closest being a 1 m"
notes/draft-discussion.md,370,8. Limitations,1,neither,no resolver and no exemption,,"less accurate than the 30 m products it would assess, the closest being a 1 m"
notes/draft-discussion.md,371,8. Limitations,73.61,cited,in a draft's own exemption list,discussion: SinoLC-1 overall accuracy,national land-cover map at 73.61 percent overall accuracy against an impervious
notes/draft-discussion.md,372,8. Limitations,0.954,cited,in a draft's own exemption list,discussion: accuracy figure in section 8,F-score of 0.954 for the layer in use. So the absence is not an omission that
notes/draft-discussion.md,380,8. Limitations,2024,self_evident,year as a date,,September 2024 to orbits this analysis year will never include. Each is recorded
notes/draft-discussion.md,384,8. Limitations,4,self_evident,structural context,,"rice product whose errors are independent of the layer in use, as §4 states."
figures/README_fragments.md,8,(none),300,self_evident,inside a code span,,"`src/figures/output.py`, which refuses to write anything below 300 dpi or"
figures/README_fragments.md,9,(none),8,self_evident,describes the drawing,,narrower than 8 cm. Regenerate with the script named under each caption.
figures/README_fragments.md,13,"Coverage saturation and monthly yield, 2018",2018,self_evident,structural line,,"### Coverage saturation and monthly yield, 2018"
figures/README_fragments.md,15,"Coverage saturation and monthly yield, 2018",2018,self_evident,year as a date,,![Coverage saturation and monthly yield for the 2018 methane composite](coverage_saturation_2018.png)
figures/README_fragments.md,19,"Coverage saturation and monthly yield, 2018",71.5,neither,no resolver and no exemption,,rather than the year's coverage.** Thirty-six productive granules reach 71.5
figures/README_fragments.md,20,"Coverage saturation and monthly yield, 2018","1,023",self_evident,study box or lattice shape,,"percent of the 1,023 cells and the remaining 187 add only 19.1 points to finish"
figures/README_fragments.md,20,"Coverage saturation and monthly yield, 2018",187,neither,no resolver and no exemption,,"percent of the 1,023 cells and the remaining 187 add only 19.1 points to finish"
figures/README_fragments.md,20,"Coverage saturation and monthly yield, 2018",19.1,neither,no resolver and no exemption,,"percent of the 1,023 cells and the remaining 187 add only 19.1 points to finish"
figures/README_fragments.md,21,"Coverage saturation and monthly yield, 2018",90.52,measured,inline resolver,composite.coverage_percent,"at 90.52<!--#composite.coverage_percent--> percent. Soundings also arrive unevenly through the year, and the"
figures/README_fragments.md,22,"Coverage saturation and monthly yield, 2018",30.82,neither,no resolver and no exemption,,unevenness runs opposite to the growing season: October alone carries 30.82
figures/README_fragments.md,23,"Coverage saturation and monthly yield, 2018","110,920",measured,inline resolver,composite.soundings,"percent of the year's 110,920<!--#composite.soundings--> in-box soundings, while June, July and August"
figures/README_fragments.md,24,"Coverage saturation and monthly yield, 2018",14.51,neither,no resolver and no exemption,,together carry 14.51 percent from three times as many granules.
figures/README_fragments.md,28,"Coverage saturation and monthly yield, 2018",578,measured,inline resolver,composite.granules_gridded,"loop handled them. Of 578<!--#composite.granules_gridded--> granules acquired over the box, 223<!--#composite.granules_with_data--> returned a"
figures/README_fragments.md,28,"Coverage saturation and monthly yield, 2018",223,measured,inline resolver,composite.granules_with_data,"loop handled them. Of 578<!--#composite.granules_gridded--> granules acquired over the box, 223<!--#composite.granules_with_data--> returned a"
figures/README_fragments.md,29,"Coverage saturation and monthly yield, 2018",355,neither,no resolver and no exemption,,qualifying sounding and 355 returned none; a granule that returned none cannot
figures/README_fragments.md,31,"Coverage saturation and monthly yield, 2018",223,unresolved,"equals a resolver's value, written unmarked",composite.granules_with_data,"ordering of those 223 rather than an expected saturation curve, since a"
figures/README_fragments.md,33,"Coverage saturation and monthly yield, 2018",2018,self_evident,year as a date,,"sample size is the granule count of the 2018 reconnaissance, which reported"
figures/README_fragments.md,34,"Coverage saturation and monthly yield, 2018",56.11,neither,no resolver and no exemption,,"56.11 percent coverage; that figure is not a point on this curve, because those"
figures/README_fragments.md,36,"Coverage saturation and monthly yield, 2018",2018,self_evident,year as a date,,only six of them fall in 2018. Panels (b) and (c) share a month axis and are
figures/README_fragments.md,39,"Coverage saturation and monthly yield, 2018",2018,self_evident,year as a date,,because the reprocessed 2018 stream begins on 30 April; no granule was acquired
figures/README_fragments.md,39,"Coverage saturation and monthly yield, 2018",30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent",because the reprocessed 2018 stream begins on 30 April; no granule was acquired
figures/README_fragments.md,41,"Coverage saturation and monthly yield, 2018",273,neither,no resolver and no exemption,,"sampled and yielded nothing. April is a single granule and 273 soundings,"
figures/README_fragments.md,43,"Coverage saturation and monthly yield, 2018",148,neither,no resolver and no exemption,,shaded absence beside it. Per-granule yield runs from 148 soundings in July to
figures/README_fragments.md,44,"Coverage saturation and monthly yield, 2018","1,103",neither,no resolver and no exemption,,"1,103 in October, a factor of 7.4, and the July minimum coincides with both the"
figures/README_fragments.md,44,"Coverage saturation and monthly yield, 2018",7.4,neither,no resolver and no exemption,,"1,103 in October, a factor of 7.4, and the July minimum coincides with both the"
figures/README_fragments.md,46,"Coverage saturation and monthly yield, 2018",0.25,self_evident,grid resolution,,study is about. Coverage is computed on the 0.25 degree grid of 33 by 31 cells;
figures/README_fragments.md,46,"Coverage saturation and monthly yield, 2018",33,self_evident,study box or lattice shape,,study is about. Coverage is computed on the 0.25 degree grid of 33 by 31 cells;
figures/README_fragments.md,46,"Coverage saturation and monthly yield, 2018",31,self_evident,study box or lattice shape,,study is about. Coverage is computed on the 0.25 degree grid of 33 by 31 cells;
figures/README_fragments.md,47,"Coverage saturation and monthly yield, 2018",0.75,self_evident,inside a code span,,qualifying soundings are those with `qa_value` at or above 0.75.
figures/README_fragments.md,55,Study area and analysis grid,0.25,self_evident,grid resolution,,"![The four Yangtze River Delta provinces on shaded relief, with a locator, a detail box showing the 0.25 degree analysis cells, and the neighbouring p"
figures/README_fragments.md,58,Study area and analysis grid,33,self_evident,study box or lattice shape,,explains where the methane composite has no data.** The analysis grid is 33
figures/README_fragments.md,59,Study area and analysis grid,"1,023",measured,inline resolver,composite.total_cells,"rows by 31 columns, 1,023<!--#composite.total_cells--> cells at 0.25 degrees,"
figures/README_fragments.md,59,Study area and analysis grid,31,self_evident,study box or lattice shape,,"rows by 31 columns, 1,023<!--#composite.total_cells--> cells at 0.25 degrees,"
figures/README_fragments.md,59,Study area and analysis grid,0.25,self_evident,grid resolution,,"rows by 31 columns, 1,023<!--#composite.total_cells--> cells at 0.25 degrees,"
figures/README_fragments.md,60,Study area and analysis grid,114.8,self_evident,study box or lattice shape,,spanning 114.8 to 122.55 east and 26.95 to 35.2 north. Those are the bounds the
figures/README_fragments.md,60,Study area and analysis grid,122.55,self_evident,study box or lattice shape,,spanning 114.8 to 122.55 east and 26.95 to 35.2 north. Those are the bounds the
figures/README_fragments.md,60,Study area and analysis grid,26.95,self_evident,study box or lattice shape,,spanning 114.8 to 122.55 east and 26.95 to 35.2 north. Those are the bounds the
figures/README_fragments.md,60,Study area and analysis grid,35.2,self_evident,study box or lattice shape,,spanning 114.8 to 122.55 east and 26.95 to 35.2 north. Those are the bounds the
figures/README_fragments.md,61,Study area and analysis grid,114.8,self_evident,study box or lattice shape,,"cells actually occupy, not the declared box of 114.8 to 122.6 and 27.0 to 35.2:"
figures/README_fragments.md,61,Study area and analysis grid,122.6,self_evident,study box or lattice shape,,"cells actually occupy, not the declared box of 114.8 to 122.6 and 27.0 to 35.2:"
figures/README_fragments.md,61,Study area and analysis grid,27.0,self_evident,study box or lattice shape,,"cells actually occupy, not the declared box of 114.8 to 122.6 and 27.0 to 35.2:"
figures/README_fragments.md,61,Study area and analysis grid,35.2,self_evident,study box or lattice shape,,"cells actually occupy, not the declared box of 114.8 to 122.6 and 27.0 to 35.2:"
figures/README_fragments.md,63,Study area and analysis grid,0.05,cited,in a draft's own exemption list,methods: published albedo floor,0.05 degrees short of the declared east edge and runs 0.05 degrees past the
figures/README_fragments.md,63,Study area and analysis grid,0.05,cited,in a draft's own exemption list,methods: published albedo floor,0.05 degrees short of the declared east edge and runs 0.05 degrees past the
